s1
m4
-,1,-,-,-
-,-,-,-,-
-,1,-,-,-
-,-,-,-,-
1,-,-,-,-
-,1,-,-,-
-,-,1,-,-
-,-,-,-,-
-,-,1,-,-
-,-,-,-,-
-,-,1,-,-
-,-,-,-,-
-,1,-,-,-
-,-,1,-,-
-,-,-,1,-
-,-,-,-,-
-,-,-,1,-
-,-,-,-,-
-,-,-,1,-
-,-,-,-,-
-,-,1,-,-
-,-,-,1,-
-,-,1,-,-
-,-,-,-,-
1,-,-,-,-
-,-,-,-,-
1,-,-,-,-
0,-,-,-,-
-,1,-,-,-
-,-,-,-,-
-,1,-,-,-
-,-,-,-,-
-,1,-,-,-
-,-,-,-,-
-,1,-,-,-
-,-,-,-,-
1,-,-,-,-
-,1,-,-,-
-,-,1,-,-
-,-,-,-,-
-,-,1,-,-
-,-,-,-,-
-,-,1,-,-
-,-,-,-,-
-,1,-,-,-
-,-,1,-,-
-,-,-,1,-
-,-,-,-,-
-,-,-,1,-
-,-,-,-,-
-,-,-,1,-
-,-,-,-,-
-,-,1,-,-
-,-,-,1,-
-,-,1,-,-
-,-,-,-,-
1,-,-,-,-
-,-,-,-,-
1,-,-,-,-
0,-,-,-,-
-,1,-,-,-
-,-,-,-,-
m11
-,1,-,-,-
-,-,-,-,-
-,1,-,-,-
-,-,-,-,-
-,1,-,-,-
-,-,-,-,-
1,-,-,-,-
-,1,-,-,-
-,-,1,-,-
-,-,-,-,-
-,-,1,-,-
-,-,-,-,-
-,-,1,-,-
-,-,-,-,-
-,1,-,-,-
-,-,1,-,-
-,-,-,1,-
-,-,-,-,-
-,-,-,1,-
-,-,-,-,-
-,-,-,1,-
-,-,-,-,-
-,-,1,-,-
-,-,-,1,-
-,-,1,-,-
-,-,-,-,-
1,-,-,-,-
-,-,-,-,-
1,-,-,-,-
0,-,-,-,-
-,1,-,-,-
-,-,-,-,-
-,1,-,-,-
-,-,-,-,-
-,1,-,-,-
-,-,-,-,-
-,1,-,-,-
-,-,-,-,-
1,-,-,-,-
-,1,-,-,-
-,-,1,-,-
-,-,-,-,-
-,-,1,-,-
-,-,-,-,-
-,-,1,-,-
-,-,-,-,-
-,1,-,-,-
-,-,1,-,-
-,-,-,1,-
-,-,-,-,-
-,-,-,1,-
-,-,-,-,-
-,-,-,1,-
-,-,-,-,-
-,-,1,-,-
-,-,-,1,-
-,-,1,-,-
-,-,-,-,-
1,-,-,-,-
-,-,-,-,-
m5
1,-,-,-,-
-,-,-,-,-
1,-,-,-,-
-,-,-,-,-
1,-,-,-,-
-,-,-,-,1
-,-,-,1,-
-,-,-,-,-
1,-,-,-,-
-,-,-,-,-
-,-,-,-,-
-,-,-,-,-
1,-,-,-,-
-,-,-,-,-
1,-,-,-,-
-,-,-,-,-
1,-,-,-,-
-,-,-,-,1
-,-,-,1,-
-,-,-,-,-
1,-,-,-,-
-,-,-,-,-
m4
-,1,-,-,-
-,-,1,-,-
-,-,-,-,-
1,-,-,-,-
-,-,-,-,-
1,-,-,-,-
-,1,-,-,-
-,0,-,-,-
-,-,-,-,-
m5
1,-,-,-,-
-,-,-,-,-
1,-,-,-,-
-,-,-,-,-
1,-,-,-,-
-,-,-,-,1
-,-,-,1,-
-,-,-,-,-
1,-,-,-,-
-,-,-,-,-
m9
1,-,-,-,-
-,-,-,-,-
1,-,-,-,-
-,-,-,-,-
-,-,1,-,-
-,-,0,-,-
1,-,-,-,-
0,-,-,-,-
0,-,-,-,-
0,-,-,-,-
0,-,-,-,-
-,-,-,-,-
1,-,-,-,-
-,-,-,-,-
-,-,1,-,-
-,-,-,-,-
1,-,-,-,-
-,-,-,-,-
-,-,1,-,-
-,-,-,-,-
-,-,-,1,-
-,-,-,-,-
m10
-,-,-,-,1
-,-,-,1,-
-,-,-,-,1
-,-,-,-,-
-,-,-,1,-
-,-,-,-,-
-,1,-,-,-
-,0,-,-,-
-,-,-,-,-
-,-,-,-,-
-,-,1,-,-
-,-,-,1,-
-,-,1,-,-
-,-,-,-,-
1,-,-,-,-
0,-,-,-,-
-,-,-,-,-
-,-,-,-,-
-,-,-,1,-
-,-,1,-,-
-,-,-,1,-
-,-,-,-,-
-,1,-,-,-
-,0,-,-,-
-,-,-,-,-
-,-,-,-,-
-,-,-,-,-
-,-,-,-,-
-,-,-,-,1
-,-,-,1,-
-,-,-,-,1
-,-,-,1,-
-,-,-,-,1
-,-,-,-,-
-,-,-,1,-
-,-,-,-,-
-,1,-,-,-
-,0,-,-,-
-,-,-,-,-
-,-,-,-,-
-,-,1,-,-
-,-,-,1,-
-,-,1,-,-
-,-,-,-,-
1,-,-,-,-
0,-,-,-,-
-,-,-,-,-
-,-,-,-,-
-,1,-,-,-
-,-,1,-,-
-,-,-,1,-
-,-,-,-,-
-,1,-,-,-
-,-,-,-,-
-,-,-,1,-
-,-,-,-,-
-,-,-,-,1
-,-,-,-,-
m12
-,-,-,-,1
-,-,-,1,-
-,-,-,-,1
-,-,-,-,-
-,-,-,1,-
-,-,-,-,-
-,1,-,-,-
-,0,-,-,-
-,-,-,-,-
-,-,-,-,-
-,-,1,-,-
-,-,-,1,-
-,-,1,-,-
-,-,-,-,-
1,-,-,-,-
0,-,-,-,-
-,-,-,-,-
-,-,-,-,-
-,-,-,1,-
-,-,1,-,-
-,-,-,1,-
-,-,-,-,-
-,1,-,-,-
-,0,-,-,-
-,-,-,-,-
-,-,-,-,-
-,-,-,-,-
-,-,-,-,-
-,-,-,-,1
-,-,-,1,-
-,-,-,-,1
-,-,-,1,-
-,-,-,-,1
-,-,-,-,-
-,-,-,1,-
-,-,-,-,-
-,1,-,-,-
-,0,-,-,-
-,-,-,-,-
-,-,-,-,-
-,-,1,-,-
-,-,-,1,-
-,-,1,-,-
-,-,-,-,-
1,-,-,-,-
0,-,-,-,-
-,-,-,-,-
-,-,-,-,-
-,1,-,-,-
-,-,1,-,-
-,-,-,1,-
-,-,-,-,-
-,1,-,-,-
-,-,-,-,-
m5
-,-,-,-,1
-,-,-,-,-
-,-,1,-,-
-,-,-,-,-
-,-,-,1,-
-,-,-,-,-
-,-,-,-,1
-,-,-,-,-
1,-,1,-,1
-,-,-,-,-
1,-,1,-,1
-,-,-,-,-
-,-,-,-,1
-,-,-,-,-
-,-,1,-,-
-,-,-,-,-
-,-,-,1,-
-,-,-,-,-
-,-,-,-,1
-,-,-,-,-
1,-,1,-,1
-,-,-,-,-
1,-,-,-,-
-,-,-,-,-
-,-,-,-,1
-,-,-,-,0
-,-,-,-,0
-,-,-,-,0
-,-,-,-,0
-,-,-,-,0
-,-,-,-,0
-,-,-,-,0
-,-,-,1,-
-,-,1,-,-
1,-,-,-,-
-,-,-,-,-
m8
-,-,-,-,1
-,-,-,-,-
m1
